Labels,Text,Text_Tag
1,White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet.,"candidates-biography,obama-birth-certificate"
1,A provision in the health care reform bill for end-of-life counseling for seniors is not entirely voluntary.,health-care
2,"Says Scott Bruun still believes in the same old direction that George Bush had before, which is to privatize Social Security.",social-security
5,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' ""","elections,ethics"
3,I was speaking out on pension reform almost 17 years ago.,"candidates-biography,debt,deficit,economy,government-regulation,history,job-accomplishments,labor,pensions,retirement,state-budget,state-finances,taxes,unions,wealth,workers"
5,Three of our cities are among the top five worst cities in the U.S. for asthma.,"energy,environment,government-regulation,health-care,public-health,market-regulation"
0,The labor participation rate is at an all-time low.,"economy,jobs"
3,"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens.""",immigration
1,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.","abortion,deficit,federal-budget"
5,"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda.","abortion,state-budget"
3,Nearly 6 in 10 uninsured Americanscan get health insurance for what may be the equivalent of your cell phone bill.,health-care
3,Cranstons 2014-2015 budget funds 100 percent of the local police and fire pension and other retiree benefit costs.,"economy,income,job-accomplishments,labor,pensions,taxes,unions,workers"
0,Says the 2014-15 state budget cut border security and funding to fight criminal gangs.,"crime,immigration,state-budget"
1,Says Democratic Party created the Ku Klux Klan.,"civil-rights,history"
3,"Says Roy Blunt secretly inserts language to benefit tobacco giant Philip Morris into a national security bill while Blunts girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling $23,000.","campaign-finance,homeland-security,message-machine"
5,Says Donald Trump mocked someone with a disability.,disability
2,"We rank below Ethiopia, Im told, in terms of our exports per capita, well below any of the other developed countries we trade with, and well below China and (South) Korea.","economy,foreign-policy,trade"
3,"Bill Heller raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.","message-machine,taxes"
2,"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies.""","energy,foreign-policy,oil-spill"
1,"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",education
4,Says Barack Obama began his presidency going on a worldwide apology tour.,foreign-policy
0,"[My administration is] well represented both racially, ethnically and gender-wise.","city-government,diversity,women"
5,President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.,"abortion,health-care"
2,President Obama campaign surrogate Maryland Gov. Martin OMalley acknowledged that we are not better off than we were four years ago.,economy
2,"Site selectors who decide where businesses expand or relocate shun closed shop states like Wisconsin in favor of Right to Work states like Iowa, Indiana and Michigan.",workers
2,Said he opposed every budget Republican and Democrat.,federal-budget
5,The House of Representatives has never sued a sitting president in all of U.S. history.,"congress,legal-issues"
1,Only five Texas counties account for almost 90 percent of the (states) cattle industry.,agriculture
2,"Says President Barack Obama has allowed, each year hes been here, the prosecutions of gun cases (for background check failures) to go down. ... Theyve declined every year since President Bush left office.","guns,legal-issues"
3,Oregons budget has grown by 49 percent in just four years.,state-budget
2,"We've created or saved up to 1.6 million jobs, according to the CBO -- the Congressional Budget Office -- through the Recovery Act.","economy,stimulus"
0,Says Matt Bevin has repeatedly failed to pay his taxes.,"ethics,taxes"
3,"California Republican gubernatorial hopeful Meg Whitman ""contributed to, and campaigned, for"" Democratic Sen. Barbara Boxer.","campaign-finance,candidates-biography,elections,message-machine"
0,Says a Justice Department memo directs that you must openly embrace gay marriage and homosexuality.,"families,gays-and-lesbians"
1,"Kasichs trade deals cost Ohio thousands of jobs - 49,000 jobs to Mexico, 91,000 to China.","economy,message-machine,trade"
5,"Says with Jon Corzine, its the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.",history
2,Says Donald Trump brings in hundreds of foreign workers to replace Americans.,"immigration,labor"
0,Tuition-free public universities and colleges are just a pipe dream. False. They were both free up until the Vietnam War.,"education,history"
2,Candidate Bill Byrne used campaign funds for work on his personal car.,campaign-finance
3,Pat Toomey thinks corporations shouldnt pay any taxes.,"corporations,message-machine,taxes"
2,A construction worker whos making $50 or $60 grand a year shouldnt be paying higher tax rates than the guy whos making $50 million a year. And thats how its working right now.,taxes
2,"We have seized more currency, more drugs, more outbound arms in the past year than any year in our countrys history.","crime,guns,immigration,marijuana"
3,"Theres never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens.","immigration,legal-issues"
3,Some 8.1 million of the estimated 11 million to 12 million people in this country illegally are working.,"foreign-policy,homeland-security,immigration,market-regulation,workers"
3,"Traditionally, presidential candidates release their tax returns . . . Mitt Romney still wont.","candidates-biography,message-machine-2012,new-hampshire-2012,taxes,transparency"
1,Says he never supported federal health care individual mandate.,"candidates-biography,government-regulation,health-care,public-health"
2,Says the United States is in the worst recovery from an economic recession since World War II.,economy
